benchmark_set,qid,hop_count,gold_documents_count,gold_chunks_count,gold_spans_count,spans_verbatim_verified,references_doc034,references_doc086,contamination_flag,question_excerpt
holdout2,H2_083,1,1,1,1,True,False,False,CLEAN,根据《艾滋病防治条例》，地方各级人民政府未依照本条例规定履行组织、领导、保障艾滋病防治工作职责，或者未采取艾滋病防治和救助措施的，应如何处理？
holdout2,H2_084,1,1,1,1,True,False,False,CLEAN,根据《医疗废物管理条例》，发生医疗废物流失、泄漏、扩散时，医疗卫生机构和医疗废物集中处置单位应当采取哪些紧急处理措施，并同时向哪些部门报告和向谁通报？
holdout2,H2_085,1,1,1,1,True,False,False,CLEAN,根据《人体器官移植条例》，从事人体器官移植的医疗机构及其医务人员摘取活体器官前，应当履行哪些义务？
holdout2,H2_086,1,1,1,1,True,False,False,CLEAN,根据《残疾预防和残疾人康复条例》，县级以上人民政府负责残疾人工作的机构，负责什么工作？
holdout2,H2_087,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国传染病防治法》，疾病预防控制机构发现传染病疫情或者接到传染病疫情报告时，应当及时采取的措施中，对密切接触者应当如何处理？
holdout2,H2_088,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国母婴保健法实施办法》，孕妇有哪些情形时，医师应当对其进行产前诊断？
holdout2,H2_089,2,1,2,2,True,False,False,CLEAN,《中华人民共和国药品管理法》第十一章法律责任所规定的行政处罚条款，其施行时间依据该法哪一条规定？该条规定了何种具体施行日期？
holdout2,H2_090,2,2,2,2,True,False,False,CLEAN,根据《放射性同位素与射线装置安全和防护条例》第四条和《中华人民共和国职业病防治法》第四条，在放射源和射线装置分类管理及职业病防治中，国务院生态环境主管部门与国务院卫生主管部门的职责分工如何？用人单位在
holdout2,H2_091,2,2,2,2,True,False,False,CLEAN,根据《精神卫生法》第四条和《国境卫生检疫法》第二条，在国境口岸对精神障碍患者实施传染病检疫、监测和卫生监督时，如何协调保护患者隐私与依法公开信息的关系？
holdout2,H2_092,2,2,2,2,True,False,False,CLEAN,某医疗机构床位在100张以上，按照《医疗机构管理条例》第十一条规定应当向省级人民政府卫生行政部门申请设置。该机构在取得设置批准后，根据《医疗事故处理条例》第七条规定，必须设置什么部门或配备什么人员？其
holdout2,H2_093,2,1,2,2,True,True,False,CONTAMINATED_DOC034,《医疗器械监督管理条例》与《中华人民共和国红十字会法》的施行时间是否相同？请分别指出两者的施行日期，并说明《医疗器械监督管理条例》总则与第三十条的关系。
holdout2,H2_094,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国中医药法》第六条，国家支持社会力量投资中医药事业，而《中华人民共和国药品管理法》第八条规定了药品监督管理职责。请问，对于社会力量投资设立的中医药机构所使用的药品，其监督管理职责应如
holdout2,H2_095,2,2,2,2,True,False,False,CLEAN,某患者在接受器官移植手术后，认为医疗机构及其医务人员的医疗服务行为存在问题，并怀疑该机构未依法履行对医务人员的监督管理职责。根据《人体器官移植条例》第五条和《医疗事故处理条例》第七条，该患者分别可以向
holdout2,H2_096,2,2,2,2,True,False,False,CLEAN,某食品生产经营者向体育运动参加者提供含有兴奋剂的食品，该行为同时违反《反兴奋剂条例》和《食品安全法》的哪些规定？请结合两部法规的条文，说明该食品生产经营者应承担的法律责任依据。
holdout2,H2_097,2,2,2,2,True,False,False,CLEAN,某市工商局在执法检查中发现，个体工商户张某未取得食品经营许可证从事食品销售，货值金额为8000元。工商局依据《国务院关于加强食品等产品安全监督管理的特别规定》第三条第三款拟对张某作出没收违法所得和产品
holdout2,H2_098,2,2,2,2,True,False,False,CLEAN,根据《传染病防治法》和《医疗机构管理条例》，县级以上地方人民政府卫生行政部门在传染病防治和医疗机构设置规划方面分别承担哪些职责？这两个职责之间有何关联？
holdout2,H2_099,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国疫苗管理法》和《中华人民共和国传染病防治法》，居住在中国境内的居民接种免疫规划疫苗的权利义务由哪部法律确立？在传染病防治的监督管理方面，县级以上地方人民政府卫生行政部门对保障适龄儿
holdout2,H2_100,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国母婴保健法实施办法》和《计划生育技术服务管理条例》，县级以上地方人民政府为母婴保健事业发展提供经济支持与计划生育技术指导、咨询中的生殖健康科普宣传、教育、咨询之间有何法律衔接？请结
holdout2,H2_101,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国中医药法》和《中华人民共和国药品管理法》，国务院中医药主管部门与国务院药品监督管理部门在管理职责上如何分工？地方各级人民政府中，中医药管理和药品监督管理职责分别由哪些部门承担？
holdout2,H2_102,2,1,2,2,True,False,False,CLEAN,《学校卫生工作条例》的施行时间是什么？该条例施行后，原教育部、卫生部颁布的哪两部规章同时废止？请结合该条例的总则和附则相关规定回答。
holdout2,H2_103,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国母婴保健法实施办法》和《计划生育技术服务管理条例》，各级人民政府在母婴保健和计划生育技术服务网络建设方面的职责如何衔接？具体而言，县级以上地方人民政府可采取哪些资金支持措施，而计划
holdout2,H2_104,2,2,2,2,True,False,False,CLEAN,在艾滋病防治工作中，县级以上人民政府如何对公共场所的卫生标准和要求进行考核与监督？请结合《艾滋病防治条例》和《公共场所卫生管理条例》的相关规定说明。
holdout2,H2_105,2,2,2,2,True,False,False,CLEAN,根据《医疗废物管理条例》和《中华人民共和国传染病防治法》，医疗卫生机构收治的传染病病人或疑似传染病病人产生的生活垃圾应如何管理处置？该事项的监督管理职责由哪个部门承担？
holdout2,H2_106,2,2,2,2,True,False,False,CLEAN,根据《医疗纠纷预防和处理条例》第七条，国家建立完善医疗风险分担机制并鼓励参加医疗责任保险和医疗意外保险；而《医疗事故处理条例》第四条将医疗事故分为四级。请问：在医疗纠纷处理中，医疗风险分担机制（如医疗
holdout2,H2_107,2,2,2,2,True,False,False,CLEAN,某行政执法机关在查处一起涉及食用农产品安全违法案件时，发现当事人的行为已涉嫌构成破坏社会主义市场经济秩序罪。根据《国务院关于加强食品等产品安全监督管理的特别规定》第二条和《行政执法机关移送涉嫌犯罪案件
holdout2,H2_108,2,2,2,2,True,False,False,CLEAN,根据《母婴保健法》和《传染病防治法》，在婚前保健服务中，如果发现准备结婚的男女双方可能患有影响结婚和生育的传染病，医疗保健机构与疾病预防控制机构应如何衔接配合？请结合两部法律的相关规定说明。
holdout2,H2_109,2,1,2,2,True,False,False,CLEAN,《乡村医生从业管理条例》第一章总则与第四十九条在时间效力上如何衔接？该条例从何时开始施行？
holdout2,H2_110,2,2,2,2,True,False,False,CLEAN,某单位向体育运动参加者变相提供了一种物质，该物质用于调节运动员的生理机能并规定了用法用量。根据《反兴奋剂条例》和《中华人民共和国药品管理法》，该行为是否违法？请结合两部法规的衔接关系说明理由。
holdout2,H2_111,2,1,2,2,True,False,False,CLEAN,《中华人民共和国精神卫生法》第一章总则与第八十五条在时间效力上如何衔接？该法从何时起正式施行？
holdout2,H2_112,2,1,2,2,True,False,False,CLEAN,《中华人民共和国母婴保健法实施办法》对从事计划生育技术服务的机构开展计划生育技术服务活动有何特殊规定？该办法的施行时间如何确定？
holdout2,H2_113,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国母婴保健法实施办法》和《计划生育技术服务管理条例》，从事计划生育技术服务的机构开展计划生育技术服务活动时，其服务内容中的“计划生育技术指导、咨询”具体包括哪些项目？同时，该服务活动
holdout2,H2_114,2,2,2,2,True,False,False,CLEAN,根据《反兴奋剂条例》和《中华人民共和国药品管理法》，在反兴奋剂工作中，国务院体育主管部门与药品监督管理部门之间的职责分工和衔接关系是什么？
holdout2,H2_115,2,1,2,2,True,False,False,CLEAN,《中华人民共和国尘肺病防治条例》第一章总则与第二十八条在时间效力上如何衔接？该条例的施行日期与总则的适用关系是什么？
holdout2,H2_116,2,2,2,2,True,False,False,CLEAN,根据《国内交通卫生检疫条例》第六条，对出入检疫传染病疫区的交通工具及其乘运人员、物资采取交通卫生检疫措施时，应由哪些部门根据各自职责实施？这些部门的职责分工与《中华人民共和国传染病防治法》第六条规定的
holdout2,H2_117,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国母婴保健法实施办法》和《医疗机构管理条例》，县级以上地方人民政府在制定本行政区域医疗机构设置规划时，如何衔接母婴保健事业发展专项资金的支持与医疗机构设置规划的要求？请结合两部法规的
holdout2,H2_118,2,2,2,2,True,False,False,CLEAN,根据《医疗用毒性药品管理办法》和《中华人民共和国药品管理法》，医疗用毒性药品的管理品种由哪个部门规定？该规定行为在药品监督管理体制中的执行依据和管辖分工如何？
holdout2,H2_119,2,1,2,2,True,False,False,CLEAN,《护士条例》第一章总则所规定的立法目的与适用范围，其施行时间依据哪一条规定？该条具体内容是什么？
holdout2,H2_120,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国人口与计划生育法》第九条关于人口发展规划编制的规定，乡（镇）人民政府、街道办事处负责本管辖区域内流动人口计划生育工作时，其开展计划生育宣传教育、指导育龄夫妻选择避孕节育措施以及免费
holdout2,H2_121,2,2,2,2,True,False,False,CLEAN,根据《艾滋病防治条例》和《公共场所卫生管理条例》，在公共场所卫生管理中，如何衔接艾滋病防治的政府组织领导、部门各负其责、全社会共同参与机制与公共场所卫生标准制定职责？具体而言，公共场所卫生标准由哪个部
holdout2,H2_122,2,2,2,2,True,False,False,CLEAN,根据《计划生育技术服务管理条例》和《医疗事故处理条例》，从事计划生育技术服务的医疗、保健机构在服务质量监控和投诉处理方面应当如何执行？请结合两部法规的相关规定说明其法律依据和具体职责。
holdout2,H2_123,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国食品安全法实施条例》第六条和《中华人民共和国食品安全法》第四条，食品安全风险监测会商机制与食品生产经营者的责任之间有何衔接关系？具体而言，卫生行政部门会同食品安全监督管理等部门建立
holdout2,H2_124,2,1,2,2,True,False,False,CLEAN,《艾滋病防治条例》的立法依据是什么？该条例的附则位于哪一章？
holdout2,H2_125,2,2,2,2,True,False,False,CLEAN,在艾滋病防治工作中，公共场所的主管部门应如何依据《艾滋病防治条例》确立的综合防治机制和《公共场所卫生管理条例》规定的具体职责，对所属经营单位的卫生状况进行经常性检查并落实防治措施？
holdout2,H2_126,2,2,2,2,True,False,False,CLEAN,根据《医疗纠纷预防和处理条例》第六条，卫生主管部门负责指导、监督医疗机构做好医疗纠纷的预防和处理工作；而《医疗事故处理条例》第四条规定医疗事故分为四级，且具体分级标准由国务院卫生行政部门制定。请问：在
holdout2,H2_127,2,2,2,2,True,False,False,CLEAN,某机关单位拟设置一家内部医疗机构，为职工提供生殖健康科普宣传、避孕药具发放及相关咨询随访等计划生育技术指导服务。根据《计划生育技术服务管理条例》和《医疗机构管理条例》，该机关单位设置该医疗机构应遵循什
holdout2,H2_128,2,2,2,2,True,False,False,CLEAN,某机构拟在中华人民共和国境内开展母婴保健服务活动，同时计划设置一家床位为150张的医疗机构。根据《中华人民共和国母婴保健法实施办法》和《医疗机构管理条例》，该机构在遵守法规和办理设置申请方面分别应如何
holdout2,H2_129,2,2,2,2,True,False,False,CLEAN,根据《人体器官移植条例》第四条和《医疗机构管理条例》第六条，县级以上地方人民政府卫生主管部门在人体器官移植监督管理与医疗机构设置规划方面分别承担什么职责？两者如何衔接？
holdout2,H2_130,2,1,2,2,True,False,False,CLEAN,《残疾预防和残疾人康复条例》的施行日期是哪一天？该条例第一章总则与施行日期条款之间有何关联？
holdout2,H2_131,2,2,2,2,True,False,False,CLEAN,根据《计划生育技术服务管理条例》第七条，计划生育技术指导、咨询包括哪些具体内容？同时，依据《医疗事故处理条例》第七条，医疗机构应当如何设置或配备部门/人员来负责监督医疗服务工作、接受投诉并提供咨询服务
holdout2,H2_132,2,2,2,2,True,False,False,CLEAN,根据《医疗废物管理条例》和《中华人民共和国传染病防治法》，医疗废物的分类目录由哪些部门共同制定、公布？这些部门在传染病防治工作中的职责分工是什么？
holdout2,H2_133,2,2,2,2,True,False,False,CLEAN,某美容服务机构拟在本机构业务范围之外开展医疗美容业务，根据《医疗机构管理条例实施细则》和《医疗机构管理条例》，该机构应如何申请设置医疗机构？具体应向哪一级卫生行政部门提出设置申请？
holdout2,H2_134,2,1,2,2,True,False,False,CLEAN,《国内交通卫生检疫条例》自1999年3月1日起施行后，该条例所定义的检疫传染病诊断标准应如何执行？同时，该条例施行后，此前由国务院批准、铁道部和卫生部公布的《铁路交通检疫管理办法》处于何种法律状态？
holdout2,H2_135,2,2,2,2,True,False,False,CLEAN,根据《国务院关于加强食品等产品安全监督管理的特别规定》第三条，生产经营者生产、销售不符合法定要求的产品，且构成生产、销售伪劣商品罪等犯罪的，应如何处理？该处理与《行政执法机关移送涉嫌犯罪案件的规定》第
holdout2,H2_136,2,2,2,2,True,False,False,CLEAN,根据《卫生部关于中医执业的14个批复》和《医疗机构管理条例》，在《执业医师法》颁布前已经县级以上卫生行政部门批准设置诊所并个体行医满5年的人员，经认定取得中医类别执业医师后，若想直接申请继续个体行医，
holdout2,H2_137,2,1,2,2,True,False,False,CLEAN,《病原微生物实验室生物安全管理条例》第一章总则与第七十二条在时间效力上如何衔接？该条例的施行日期是什么？
holdout2,H2_138,2,2,2,2,True,False,False,CLEAN,在艾滋病防治工作中，县级以上人民政府与公共场所主管部门分别承担哪些职责？请结合《艾滋病防治条例》第四条和《公共场所卫生管理条例》第五条说明两部法规在职责分工与执行依据上的衔接关系。
holdout2,H2_139,2,2,2,2,True,False,False,CLEAN,某市卫生行政部门接到举报，称一家床位为150张的医疗机构涉嫌违反《人体器官移植条例》的规定。根据《医疗机构管理条例》第十一条，该医疗机构的设置申请应向哪一级卫生行政部门提出？同时，根据《人体器官移植条
holdout2,H2_140,2,2,2,2,True,False,False,CLEAN,某医疗保健机构拟设置从事计划生育技术服务的医疗机构，根据《计划生育技术服务管理条例》和《医疗机构管理条例》的规定，该机构在设置申请时应当如何确定申请管辖部门？
holdout2,H2_141,2,2,2,2,True,False,False,CLEAN,根据《疫苗管理法》第四条，国家制定疫苗行业发展规划和产业政策，而《药品管理法》第八条规定国务院药品监督管理部门配合国务院有关部门执行国家药品行业发展规划和产业政策。请问：在疫苗行业发展规划和产业政策的
holdout2,H2_142,2,1,2,2,True,False,False,CLEAN,《中华人民共和国生物安全法》的施行日期是哪一天？该法第一章总则的效力从何时开始？
holdout2,H2_143,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国母婴保健法》第十条，医师对诊断患医学上认为不宜生育的严重遗传性疾病的男女双方提出医学意见后，若双方同意采取长效避孕措施或施行结扎手术不生育，可以结婚。请问，该条中涉及的婚前医学检查
holdout2,H2_144,2,2,2,2,True,False,False,CLEAN,根据《流动人口计划生育工作条例》第三条和《中华人民共和国人口与计划生育法》第六条，县级以上地方人民政府在流动人口计划生育工作中承担哪些领导职责？同时，县级以上地方各级人民政府计划生育行政部门在计划生育
holdout2,H2_145,2,1,2,2,True,False,False,CLEAN,《中华人民共和国医师法》第一章总则与第六十六条如何衔接，以确定境外人员参加医师资格考试、申请注册、执业或从事临床示教、临床研究、临床学术交流等活动的具体管理办法的制定主体？
holdout2,H2_146,2,2,2,2,True,False,False,CLEAN,根据《人体器官移植条例》和《医疗事故处理条例》，在人体器官移植的监督管理中，国务院卫生主管部门和县级以上地方人民政府卫生主管部门分别承担什么职责？同时，医疗机构内部应如何设置或配备部门及人员来具体负责
holdout2,H2_147,2,2,2,2,True,False,False,CLEAN,根据《国内交通卫生检疫条例》第四条和《中华人民共和国传染病防治法》第七条，在传染病防治工作中，国内交通卫生检疫的监督管理职责与疾病预防控制机构的职责如何划分与衔接？
holdout2,H2_148,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国疫苗管理法》第六条，国家实行免疫规划制度，政府免费向居民提供免疫规划疫苗。那么，免疫规划疫苗是否属于《中华人民共和国药品管理法》第二条所定义的“药品”？请结合两部法律的相关规定，说
holdout2,H2_149,2,2,2,2,True,False,False,CLEAN,根据《计划生育技术服务管理条例》第七条，计划生育技术指导、咨询包括对已经施行避孕、节育手术和输卵（精）管复通手术的，提供相关的咨询、随访。如果计划生育技术服务机构在提供此类咨询、随访时，因过失对患者人
holdout2,H2_150,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国疫苗管理法》第四条和《中华人民共和国传染病防治法》第七条，在预防、控制重大疾病的疫苗研制、生产和储备纳入国家战略的背景下，各级疾病预防控制机构和医疗机构在传染病防治工作中如何分工协
holdout2,H2_151,2,2,2,2,True,False,False,CLEAN,根据《医疗用毒性药品管理办法》第三条，毒性药品年度生产、收购、供应和配制计划由省级医药管理部门制定并经省级卫生行政部门审核后下达。结合《中华人民共和国药品管理法》第八条关于药品监督管理体制的规定，该计
holdout2,H2_152,2,2,2,2,True,False,False,CLEAN,某临床类别执业医师参加过中医药知识培训和中医药适宜技术推广培训，拟在临床工作中提供中医药服务，但该医师所在的医疗机构尚未取得《医疗机构管理条例》规定的设置批准。请问：该医师提供中医药服务是否构成超出注
holdout2,H2_153,2,2,2,2,True,False,False,CLEAN,根据《国内交通卫生检疫条例》第六条，卫生行政部门对出入检疫传染病疫区的人员、交通工具及物资有权采取交通卫生检疫措施。请问：该条中“检疫传染病”的具体病种范围应依据哪部法律的哪一条确定？请结合《中华人民
holdout2,H2_154,2,2,2,2,True,False,False,CLEAN,根据《突发公共卫生事件应急条例》第四条和《中华人民共和国传染病防治法》第七条，在突发公共卫生事件发生后，地方各级人民政府、卫生行政主管部门、疾病预防控制机构和医疗机构在传染病防治及应急处理工作中的职责
holdout2,H2_155,2,2,2,2,True,False,False,CLEAN,军队编制外的医疗机构在设置申请时，应向哪个卫生行政部门提出？其管理依据和管辖分工如何衔接？
holdout2,H2_156,2,2,2,2,True,False,False,CLEAN,根据《食盐加碘消除碘缺乏危害管理条例》第四条和《中华人民共和国食品安全法》第二条，碘盐的加工和市场供应监督管理职责由哪个部门承担？该职责与食品安全法规定的食品生产经营监管有何衔接关系？
holdout2,H2_157,2,2,2,2,True,False,False,CLEAN,根据《卫生部关于中医执业的14个批复》和《医疗机构管理条例实施细则》，对于军队编制外的中医医疗机构，其中医诊疗行为的判定和非法行医的查处应如何适用法律？
holdout2,H2_158,2,2,2,2,True,False,False,CLEAN,根据《国内交通卫生检疫条例》第六条和《中华人民共和国传染病防治法》第七条，当某地发生检疫传染病并需对出入疫区的交通工具及人员采取交通卫生检疫措施时，卫生行政部门、铁路/交通/民用航空行政主管部门的卫生
holdout2,H2_159,2,1,2,2,True,False,False,CLEAN,《中华人民共和国食品安全法》第一章总则与第一百五十四条在时间效力上如何衔接？请结合两个切片说明该法的施行日期以及总则对施行后食品安全活动的规范作用。
holdout2,H2_160,2,1,2,2,True,False,False,CLEAN,《中华人民共和国基本医疗卫生与健康促进法》的施行日期是哪一天？该法第一章总则与施行日期条款之间在时间效力上如何衔接？
holdout2,H2_161,2,1,2,2,True,False,False,CLEAN,《麻醉药品和精神药品管理条例》自何时起施行？该条例施行后，1987年发布的《麻醉药品管理办法》和1988年发布的《精神药品管理办法》的效力如何？
holdout2,H2_162,2,2,2,2,True,False,False,CLEAN,某医疗机构拟设立医疗服务质量监控部门，其设置规划应如何与当地医疗机构设置规划相衔接？该监控部门的具体职责依据《医疗事故处理条例》是什么？
holdout2,H2_163,2,2,2,2,True,False,False,CLEAN,某军队编制外的医疗机构，不设床位，拟设置执业。根据《医疗机构管理条例实施细则》和《医疗机构管理条例》，该机构应向哪个部门提出设置申请？请结合两部法规的衔接规定说明其管辖分工。
holdout2,H2_164,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国食品安全法实施条例》第四条和《中华人民共和国食品安全法》第二条，乡镇人民政府和街道办事处在食品安全监督管理中承担何种职责？其支持、协助县级人民政府食品安全监督管理部门及其派出机构依
holdout2,H2_165,2,2,2,2,True,False,False,CLEAN,根据《反兴奋剂条例》第三条，国家禁止向体育运动参加者提供或变相提供兴奋剂。若某单位涉嫌向运动员提供兴奋剂，药品监督管理部门是否有权依据《中华人民共和国药品管理法》第八条对该单位进行查处？请结合两部法规
holdout2,H2_166,2,2,2,2,True,False,False,CLEAN,根据《医疗机构管理条例》第六条和《医疗机构管理条例实施细则》第五条，军队编制外医疗机构在设置规划和管理上应如何与地方卫生行政部门的职责相衔接？
holdout2,H2_167,2,1,2,2,True,False,False,CLEAN,《医疗纠纷预防和处理条例》对医疗纠纷的定义是什么？该条例从何时开始施行？这两个规定分别位于该条例的哪一条？
holdout2,H2_168,2,1,2,2,True,False,False,CLEAN,《食盐加碘消除碘缺乏危害管理条例》的适用范围和总则性规定由第一章确定，而该条例第三十一条又授权省级政府制定实施办法。请问：省级政府制定实施办法时，其立法依据和权限来源是什么？该实施办法与条例总则之间应
holdout2,H2_169,2,2,2,2,True,False,False,CLEAN,根据《国内交通卫生检疫条例》第四条和《中华人民共和国国境卫生检疫法》第三条，国内交通卫生检疫工作中，检疫传染病和监测传染病的确定与公布分别由哪个部门负责？国内交通卫生检疫的监督管理职责在国务院卫生行政
holdout2,H2_170,2,1,2,2,True,False,False,CLEAN,根据《放射性同位素与射线装置安全和防护条例》，什么是“转让”？该定义在条例的适用范围和具体管理活动中如何与总则相衔接？
holdout2,H2_171,2,2,2,2,True,False,False,CLEAN,某医院在开展人体器官移植手术过程中，因医务人员严重不负责任，造成患者死亡。请问：该事件是否属于医疗事故？如果属于，应当定为几级医疗事故？同时，该事件中负责人体器官移植监督管理工作的卫生主管部门，与负责
holdout2,H2_172,2,2,2,2,True,False,False,CLEAN,在打击非法行医专项行动中，对于非医疗机构人员使用针刺等创伤性技术方法提供中医服务的行为，应如何依据《卫生部关于中医执业的14个批复》和《医疗机构管理条例实施细则》进行监督和管辖？
holdout2,H2_173,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国人口与计划生育法》第九条和《流动人口计划生育工作条例》第三条，县级以上地方人民政府在编制本行政区域人口发展规划并将其纳入国民经济和社会发展计划时，应如何结合流动人口计划生育工作的要
holdout2,H2_174,2,1,2,2,True,False,False,CLEAN,《中华人民共和国母婴保健法》规定国家发展母婴保健事业并对边远贫困地区给予扶持，该法自何时起施行？
holdout2,H2_175,2,2,2,2,True,False,False,CLEAN,某临床类别执业医师参加过中医药知识培训和中医药适宜技术推广培训，在临床工作中提供针灸等中医药服务，是否构成非法行医？若某美容服务机构未申请设置医疗机构即开展针刺、瘢痕灸等具有创伤性的中医诊疗活动，应如
holdout2,H2_176,2,2,2,2,True,False,False,CLEAN,根据《医疗事故处理条例》和《计划生育技术服务管理条例》，如果患者在从事计划生育技术服务的医疗、保健机构接受服务时受到人身损害，应如何适用医疗事故分级标准？具体分级标准由哪个部门制定？
holdout2,H2_177,2,1,2,2,True,False,False,CLEAN,根据《卫生部关于中医执业的14个批复》中的相关文件，对于被举报方为患者实施诊脉、量血压、看舌苔、开具中药方及其说明让患者服用的行为，应如何定性？若该行为由非医师实施，是否构成非法行医？请结合相关批复及
holdout2,H2_178,2,2,2,2,True,False,False,CLEAN,根据《疫苗管理法》第四条，国家将预防、控制重大疾病的疫苗研制、生产和储备纳入国家战略，并鼓励疫苗生产规模化、集约化。结合《传染病防治法》第六条关于传染病防治监督管理职责的规定，请回答：在落实国家疫苗战
holdout2,H2_179,2,2,2,2,True,False,False,CLEAN,在计划生育技术服务中，如果因提供避孕药具及相关的指导、咨询、随访等服务导致患者人身损害，要认定为医疗事故并确定具体等级，应当依据哪部法规的哪一条款进行分级？该条款的具体分级标准是什么？
holdout2,H2_180,2,2,2,2,True,False,False,CLEAN,根据《计划生育技术服务管理条例》和《医疗机构管理条例》，计划生育技术服务网络中的医疗、保健机构在设置规划上应如何与当地医疗机构设置规划相衔接？具体依据哪些法条？
holdout2,H2_181,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国母婴保健法实施办法》和《中华人民共和国母婴保健法》，医疗保健机构为公民提供婚前保健服务时，其服务活动应遵守哪部法律及实施办法？婚前保健服务具体包括哪些内容？
holdout2,H2_182,2,2,2,2,True,False,False,CLEAN,根据《卫生部关于中医执业的14个批复》和《医疗机构管理条例实施细则》，对于非医师运用其自身掌握的医学知识帮助对方的行为，是否应认定为非法行医？如果该行为发生在美容服务机构中，且该机构在本机构业务范围之
holdout2,H2_183,2,2,2,2,True,False,False,CLEAN,根据《食盐加碘消除碘缺乏危害管理条例》第五条和《中华人民共和国食品安全法》第二条，食盐加碘消除碘缺乏危害工作是否属于食品安全法调整的食品安全管理范畴？如果属于，其具体依据是什么？如果不属于，其法律依据
holdout2,H2_184,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国中医药法》第五条和《中华人民共和国药品管理法》第二条，中药作为药品的一种，其研制、生产、经营、使用和监督管理活动应如何确定主管部门？请结合两部法律说明全国和县级以上地方的中医药管理
holdout2,H2_185,2,2,2,2,True,False,False,CLEAN,《中华人民共和国疫苗管理法》第四条将疫苗产品定位为战略性和公益性，并规定国家支持疫苗基础研究和应用研究、促进疫苗研制和创新。而《中华人民共和国药品管理法》第二条界定了药品的定义并规定该法适用于药品研制
holdout2,H2_186,2,2,2,2,True,False,False,CLEAN,某单位拟设置一家床位为150张的综合医院，根据《医疗机构管理条例》第十一条，该单位应向哪一级卫生行政部门提出设置申请？同时，根据《人体器官移植条例》第四条，若该医院拟开展人体器官移植技术，其监督管理职
holdout2,H2_187,2,2,2,2,True,False,False,CLEAN,根据《传染病防治法》和《医疗机构管理条例》，单位或个人设置不设床位或床位不满100张的医疗机构时，应向哪个部门提出设置申请？该部门在传染病防治方面的法定职责是什么？
holdout2,H2_188,2,1,2,2,True,False,False,CLEAN,《中华人民共和国人口与计划生育法》第一章总则所确立的立法目的和基本原则，其施行时间依据该法哪一条规定？该条规定自何时起施行？
holdout2,H2_189,3,1,3,3,True,False,False,CLEAN,根据《学校卫生工作条例》的规定，学校卫生工作的主要任务包括哪些？这些任务的实施需要遵循怎样的行政管理与监督指导体制？请结合条例的总则、任务条款和职责分工条款，说明教育行政部门和卫生行政部门在学校卫生工
holdout2,H2_190,3,1,3,3,True,False,False,CLEAN,根据《中华人民共和国疫苗管理法》，国家实行免疫规划制度，并对疫苗实行最严格的管理制度。请结合该法附则、第三条和第六条，回答：免疫规划制度的实施如何体现“安全第一、风险管理、全程管控、科学监管、社会共治
holdout2,H2_191,3,1,3,3,True,False,False,CLEAN,根据《中华人民共和国职业病防治法》总则、第二条和第四条的规定，请综合回答：该法的适用范围是什么？职业病的法定定义和分类目录由哪些部门制定？在职业病防治工作中，工会组织具有何种监督职责？用人单位制定或修
holdout2,H2_192,3,1,3,3,True,False,False,CLEAN,根据《中华人民共和国尘肺病防治条例》的规定，某市在制定国民经济和社会发展计划时，应如何统筹安排尘肺病防治工作？请结合该条例的适用范围、总则要求以及地方政府的领导职责，说明该市制定计划时需考虑哪些主体和
holdout2,H2_193,3,3,3,3,True,False,False,CLEAN,某医疗机构在未取得《医疗机构管理条例》规定的合法资质的情况下，擅自开展人体器官移植手术，并在手术过程中因医务人员重大过失导致患者死亡。卫生行政部门在查处时，需同时适用《人体器官移植条例》《医疗事故处理
holdout2,H2_194,3,1,3,3,True,False,False,CLEAN,某市工商行政管理部门在检查一产品集中交易市场时，发现市场开办企业未审查入场销售者的经营资格，且入场销售者违法使用了食品原料。经查，该市场开办企业未履行审查义务，入场销售者违法使用原料货值金额为8000
holdout2,H2_195,3,3,3,3,True,False,False,CLEAN,某患者因诊疗活动与医疗机构发生争议，该争议若同时涉及医疗纠纷定性、医疗事故处理及医疗机构执业监管，应如何依据《医疗纠纷预防和处理条例》《医疗事故处理条例》和《医疗机构管理条例》三部法规的切片内容，综合
holdout2,H2_196,3,1,3,3,True,False,False,CLEAN,根据《流动人口计划生育工作条例》，流动人口中的成年育龄妇女在离开户籍所在地前，应当办理何种证明？该证明的办理程序如何？若该妇女未办理该证明，其现居住地人民政府和户籍所在地人民政府在流动人口计划生育工作
